"fiske_id"	"StationsNr"	"Sample"	"catch_area"	"year"	"tool"	"lon"	"lat"	"non_NIS_Di"	"overall_Di"	"ratio_NISvsNAT"	"ratio_sp"	"non_NIS_Di_nw"	"overall_Di_nw"	"nbsp"	"sing.sp"	"FRic"	"FEve"	"richness"	"Shannon"	"Simpson"	"Eveness"	"NIS_Di"	"NIS_relab"	"mean_NIS_Di"	"NIS_Di_nw"	"depth"	"wind_speed"	"wind_direction"	"bot_sal"	"bot_sal_var"	"surf_sal"	"surf_sal_var"	"bot_t"	"bot_t_var"	"surf_t"	"surf_t_var"	"bot_oxy"	"bot_oxy_var"	"secchi"	"chl"	"chl_var"	"dist_offshore"	"samp_st"	"time_step"
"1"	100336	"112"	"Karlskrona V skärgård"	"Karlskrona V skärgård"	2009	"Nordiska kustöversiktsnät"	15.41667	56.11667	0.304311099817033	0.335887564936078	1.23924174746705	16.6666666666667	0.316277680469311	0.336996028934355	6	6	7.78332563709057	0.822286771369039	6	0.994612992477276	0.566775129515746	0.555104080407503	0.493769890531304	1.23924174746705	0.493769890531304	0.440587771259578	3	7.5	217.5	6.46403157833621	0.265546976311664	6.42018965508257	0.223482506128627	19.55	2.11387990873809	19.15	1.70283524769933	332.412423896872	19.1601124256599	3.8	1.57915651840208	0.421821309422951	11767.77	"Karlskrona V skärgård 112"	"1st"
"2"	100336	"113"	"Karlskrona V skärgård"	"Karlskrona V skärgård"	2009	"Nordiska kustöversiktsnät"	15.41667	56.11667	0.339691191361946	0.38214900526057	1.1070110701107	25	0.401843173346477	0.426196055229646	4	4	4.60371629915069	0.822915406165268	4	0.689303774327943	0.396692583161994	0.497227568444484	0.50952244695644	1.1070110701107	0.50952244695644	0.49925470087915	3	4	150	6.4875886131608	0.265546976311664	6.42377025365206	0.223482506128627	19.25	2.11387990873809	18.9	1.70283524769933	332.641159380728	19.1601124256599	4	1.58864157409095	0.421821309422951	7914.213	"Karlskrona V skärgård 113"	"1st"
"3"	100336	"209"	"Karlskrona V skärgård"	"Karlskrona V skärgård"	2009	"Nordiska kustöversiktsnät"	15.41667	56.11667	0.430049317675164	0.435112801169141	0.792195408200689	11.1111111111111	0.449370161518685	0.449336335776314	9	9	12.5018010541133	0.773057981344545	9	1.32009490715117	0.623734910343632	0.600801083679652	0.475620669120956	0.792195408200689	0.475620669120956	0.449065729837343	5	2	170	6.85143010351683	0.265546976311664	6.74778181152623	0.223482506128627	14.0956149723657	2.11387990873809	19.55	1.70283524769933	294.465189273008	19.1601124256599	3.6	1.62593041202064	0.383340856161671	8517.767	"Karlskrona V skärgård 209"	"1st"
"4"	100336	"303"	"Karlskrona V skärgård"	"Karlskrona V skärgård"	2009	"Nordiska kustöversiktsnät"	15.41667	56.11667	0.366069115657719	0.379091325443393	1.47390108335126	11.1111111111111	0.39104441878159	0.400379535418082	9	9	11.5370098251904	0.768039326417395	9	1.45723255755942	0.702954012118931	0.663215118104166	0.483269003728784	1.47390108335126	0.483269003728784	0.475060468510014	8	3.5	172.5	6.81820927192322	0.265546976311664	6.71369471840557	0.223482506128627	19.4	2.11387990873809	19.6	1.70283524769933	295.583629925469	19.1601124256599	3	1.73960806829708	0.263915691520451	7000	"Karlskrona V skärgård 303"	"1st"
"5"	100336	"305"	"Karlskrona V skärgård"	"Karlskrona V skärgård"	2009	"Nordiska kustöversiktsnät"	15.41667	56.11667	0.298210244413977	0.323788245459929	1.12193419424438	14.2857142857143	0.345462447947305	0.363389311548531	7	7	8.21744644622222	0.831437983640588	7	1.36742501207713	0.681151687266415	0.702717447021374	0.477256251735643	1.12193419424438	0.477256251735643	0.47095049315589	9	7.5	217.5	6.46403157833621	0.265546976311664	6.42018965508257	0.223482506128627	18.7	2.11387990873809	19.15	1.70283524769933	332.412423896872	19.1601124256599	3.8	1.5670093118286	0.263915691520451	8207.106	"Karlskrona V skärgård 305"	"1st"
"6"	100336	"406"	"Karlskrona V skärgård"	"Karlskrona V skärgård"	2009	"Nordiska kustöversiktsnät"	15.41667	56.11667	0.382290786659728	0.400756561894465	1.34565569476684	11.1111111111111	0.395432400792008	0.40969089418291	9	9	11.8606319512899	0.8038067397137	9	1.93044690104769	0.830312912672338	0.878584247126912	0.548482763772363	1.34565569476684	0.548482763772363	0.523758841310122	13	4	150	6.4875886131608	0.265546976311664	6.42377025365206	0.223482506128627	17.65	2.11387990873809	18.9	1.70283524769933	332.641159380728	19.1601124256599	4	1.96014776805372	0.256527549168379	6517.767	"Karlskrona V skärgård 406"	"1st"
"7"	100336	"410"	"Karlskrona V skärgård"	"Karlskrona V skärgård"	2009	"Nordiska kustöversiktsnät"	15.41667	56.11667	0.325360446140872	0.351631389927006	0.697806271533865	16.6666666666667	0.365178871789004	0.385164681133844	6	6	6.84032847139797	0.771725262709282	6	1.13550879051199	0.603276400011541	0.633739522527095	0.482986108857674	0.697806271533865	0.482986108857674	0.485093727858045	13	3.5	172.5	6.81820927192322	0.265546976311664	6.71369471840557	0.223482506128627	19.3	2.11387990873809	19.6	1.70283524769933	295.583629925469	19.1601124256599	3	2.09497370563624	0.256527549168379	9103.554	"Karlskrona V skärgård 410"	"1st"
"8"	101009	"20"	"Torhamn, Karlskrona Ö skärgård"	"Karlskrona Ö skärgård"	2013	"Nordiska kustöversiktsnät"	15.79167	56.05	0.419454463171122	0.435204194696942	3.32200830502076	25	0.401843173346477	0.426196055229646	4	4	4.60371629915069	0.822915406165268	4	0.623214583849837	0.303445205574131	0.44955429476492	0.482453389274402	3.32200830502076	0.482453389274402	0.49925470087915	2	4	260	6.81808603285461	0.11689302742157	6.86961979264159	0.131558099567718	20.25	2.1213456474022	19.3	1.55720560480297	319.764673224183	6.10356278097804	4.9	1.50752102662736	0.0972646976438027	6639.087	"Torhamn, Karlskrona Ö skärgård 20"	"1st"
"9"	101029	"1"	"Muskö"	"Syd Träskhällan"	2013	"Nätlänk"	18.11233	58.96683	0.4007715769705	0.418415397304433	6.3943161634103	16.6666666666667	0.426281972432853	0.438756423459067	6	6	8.84745544374811	0.81124673278386	6	1.34423353515083	0.658168525904741	0.75023102053423	0.506634498974097	6.3943161634103	0.506634498974097	0.501128678590132	17.5	4	212.5	6.36059212323151	0.646717206013739	5.37397646724095	0.48945137426793	12.15	0.746086115882971	13	0.755991392421875	318.964266046393	12.0795143162151	7.4	1.02340153719375	0.360939666927923	11924.62	"Muskö 1"	"1st"
"10"	101114	"1"	"Muskö"	"Syd Träskhällan"	2014	"Nätlänk"	18.11233	58.96683	0.425009256754991	0.437027404162278	2.1624543857278	11.1111111111111	0.408640117754974	0.419578150373855	9	9	14.3261546259518	0.794276727045812	9	1.80889969452064	0.786505490786104	0.823265729492995	0.533172583420575	2.1624543857278	0.533172583420575	0.507082411324909	17.5	10	250	5.800072073627	0.186339707181404	5.27723678868375	0.400315987520435	13.05	0.463089232728612	14.2	1.21015039042511	339.621566465377	14.3703767256043	7.2	1.12360555605478	0.145595220950333	11924.62	"Muskö 1"	"1st"
